location_name,start_time,end_time,date,day_of_week,n_approaching_t,n_approaching_r,n_approaching_l,n_approaching_peds,s_approaching_t,s_approaching_r,s_approaching_l,s_approaching_peds,e_approaching_t,e_approaching_r,e_approaching_l,e_approaching_peds,w_approaching_t,w_approaching_r,w_approaching_l,w_approaching_peds
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-12,0,199,17,33,16,141,8,22,10,209,30,22,13,96,17,10,13
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-12,0,195,18,37,14,149,5,34,14,126,31,15,19,131,20,6,19
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-12,0,193,13,33,15,151,6,20,16,198,43,20,13,111,16,13,18
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-12,0,218,15,45,15,162,7,40,18,122,38,14,8,106,10,15,19
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-12,0,216,19,31,22,199,5,26,23,170,32,15,13,137,20,8,11
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-12,0,297,23,41,23,209,6,37,17,94,28,12,23,99,7,15,8
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-12,0,212,10,39,14,121,4,21,12,84,25,5,12,86,13,11,14
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-12,0,154,9,27,14,128,3,19,12,81,10,7,14,84,15,14,11
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-02-12,0,170,13,34,9,134,8,23,8,105,30,6,17,72,14,11,14
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-02-12,0,150,12,17,13,128,7,20,10,137,31,7,15,93,15,6,15
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-02-12,0,121,8,29,20,109,5,19,16,65,20,4,14,84,7,10,14
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-02-12,0,154,9,25,11,74,7,16,22,84,16,9,16,48,3,2,14
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-02-12,0,114,7,17,6,88,3,17,9,104,17,8,19,60,9,4,13
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-02-12,0,71,6,13,11,122,6,16,17,75,18,4,31,63,8,9,12
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-02-12,0,125,12,25,17,102,3,15,17,66,11,7,14,52,11,8,12
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-02-12,0,136,7,26,13,85,1,16,21,108,18,9,18,64,9,10,21
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-02-12,0,129,13,16,17,87,5,15,16,77,23,9,23,53,7,6,11
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-02-12,0,110,9,16,11,86,3,10,16,88,28,15,14,84,14,12,24
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-02-12,0,101,8,19,15,109,5,16,13,72,18,5,19,52,16,5,14
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-02-12,0,94,4,17,20,73,5,13,16,57,14,5,16,41,8,5,14
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-02-12,0,100,6,22,13,94,3,21,17,91,21,11,15,106,21,12,15
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-02-12,0,88,4,23,18,98,9,23,13,56,18,7,19,53,4,8,14
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-02-12,0,113,4,19,17,86,4,10,16,72,25,5,21,58,3,8,19
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-02-12,0,121,7,20,21,76,8,7,11,55,8,3,23,67,11,7,12
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-02-12,0,98,11,16,17,107,3,18,9,57,10,7,10,59,6,6,12
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-02-12,0,107,12,18,22,76,2,13,21,58,15,10,16,94,7,10,16
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-02-12,0,84,6,20,17,83,2,17,15,101,23,9,18,74,13,10,12
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-02-12,0,89,6,9,19,74,3,15,11,76,10,5,17,58,17,8,21
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-02-12,0,116,14,15,6,86,4,12,17,83,12,14,13,70,10,9,21
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-02-12,0,149,10,27,20,111,11,14,7,91,19,8,19,78,15,8,13
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-02-12,0,118,13,25,14,110,4,16,14,88,14,13,15,67,6,15,19
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-13,1,134,9,24,17,98,4,18,14,76,21,8,16,88,11,16,15
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-13,1,202,13,24,11,243,12,40,9,136,32,13,17,110,23,11,14
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-13,1,168,17,24,10,166,8,28,14,137,27,12,4,106,16,18,16
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-13,1,246,17,47,12,127,11,28,13,194,26,13,22,137,26,10,26
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-13,1,168,13,30,21,178,14,38,20,164,34,18,18,137,21,18,14
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-13,1,272,18,48,19,227,9,28,22,158,35,13,11,158,19,12,11
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-13,1,218,19,36,15,204,13,19,20,164,32,12,11,118,19,17,15
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-13,1,182,19,22,21,129,7,22,14,91,22,11,18,99,11,10,20
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-13,1,131,14,23,20,146,11,29,12,93,26,15,14,77,13,10,20
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-02-13,1,148,10,24,14,132,9,23,17,120,39,11,16,103,16,9,10
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-02-13,1,176,6,20,14,108,7,17,15,96,19,7,16,98,15,7,14
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-02-13,1,146,12,32,21,115,10,14,16,99,29,13,26,106,18,14,16
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-02-13,1,127,13,19,20,115,12,21,14,89,24,8,11,75,14,9,13
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-02-13,1,154,10,22,13,109,6,19,18,122,34,15,15,86,10,13,8
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-02-13,1,108,7,28,21,66,3,15,18,76,16,5,15,80,18,10,7
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-02-13,1,115,12,11,19,155,5,21,14,120,17,14,13,87,9,9,13
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-02-13,1,79,6,7,10,113,8,22,13,84,23,8,18,74,14,12,16
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-02-13,1,104,9,25,16,112,3,25,16,92,26,11,13,95,12,13,15
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-02-13,1,146,6,24,8,65,1,13,21,80,12,4,12,89,13,4,21
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-02-13,1,95,3,17,8,104,11,18,13,75,15,13,20,67,9,14,18
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-02-13,1,66,4,25,14,94,3,10,18,73,18,6,22,45,10,4,18
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-02-13,1,128,9,23,27,160,6,27,13,67,24,7,21,88,14,18,14
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-02-13,1,83,7,10,17,98,5,16,10,61,15,8,15,91,11,9,21
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-02-13,1,136,5,22,22,96,2,12,19,89,23,10,12,72,18,6,16
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-02-13,1,141,11,29,13,84,3,11,15,75,20,3,20,46,7,6,12
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-02-13,1,97,3,16,19,60,2,10,16,66,9,5,12,61,11,11,19
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-02-13,1,110,2,19,14,104,10,13,12,81,13,7,21,96,13,10,13
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-02-13,1,119,10,21,14,85,6,17,11,86,28,6,21,56,17,6,12
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-02-13,1,104,6,15,12,100,2,13,9,67,23,8,14,49,8,4,19
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-02-13,1,119,15,15,17,112,3,15,15,80,12,4,23,69,11,9,17
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-02-13,1,148,11,34,20,120,6,21,10,101,27,11,19,84,14,8,19
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-02-13,1,143,11,28,17,99,3,11,8,122,30,10,15,68,15,7,21
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-14,2,89,12,11,22,141,5,29,13,88,25,8,20,112,19,11,17
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-14,2,195,2,24,10,190,10,33,14,126,29,11,14,92,14,15,10
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-14,2,205,12,30,13,144,10,20,3,111,29,11,23,142,16,13,13
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-14,2,162,20,26,15,174,10,40,16,184,41,22,12,112,17,12,20
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-14,2,217,19,36,19,124,4,18,10,128,21,10,18,92,15,7,13
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-14,2,197,19,44,11,148,11,28,23,144,27,11,12,123,15,15,11
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-14,2,208,12,27,17,215,19,31,11,143,21,19,17,124,20,12,15
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-14,2,166,12,28,17,112,5,17,14,99,15,6,15,97,11,8,16
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-14,2,86,6,12,19,115,4,21,14,88,25,9,12,88,11,10,16
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-02-14,2,138,10,22,11,133,3,36,18,112,23,11,26,84,17,8,22
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-02-14,2,145,11,18,14,178,10,24,23,94,30,18,17,96,13,9,13
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-02-14,2,77,5,12,13,118,4,16,16,91,16,7,20,73,10,8,17
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-02-14,2,147,11,24,16,144,10,20,11,80,18,8,15,56,11,3,9
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-02-14,2,122,11,18,9,104,11,18,15,75,18,11,21,109,15,8,10
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-02-14,2,96,10,15,5,88,3,8,14,86,12,9,13,73,19,14,9
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-02-14,2,143,9,18,15,103,6,24,7,72,19,6,18,67,12,12,17
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-02-14,2,118,8,27,22,136,8,17,20,90,20,10,16,84,9,4,16
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-02-14,2,127,11,30,14,91,8,15,18,79,17,13,16,57,5,3,13
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-02-14,2,103,11,20,17,96,5,19,18,92,33,8,20,54,15,7,18
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-02-14,2,101,8,23,19,90,8,11,11,74,17,8,16,68,14,10,11
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-02-14,2,119,8,26,22,58,6,7,18,36,5,4,13,51,6,2,17
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-02-14,2,125,11,23,7,101,6,14,16,81,19,9,13,69,10,10,13
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-02-14,2,112,6,19,12,75,3,22,15,70,16,4,13,50,6,8,17
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-02-14,2,91,7,19,16,93,4,20,13,60,12,6,11,60,7,8,17
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-02-14,2,89,7,11,13,100,2,13,17,68,17,13,18,52,7,5,17
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-02-14,2,103,6,19,17,102,7,16,15,64,22,8,16,50,5,8,13
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-02-14,2,134,8,24,19,110,3,15,11,87,16,11,17,71,5,9,14
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-02-14,2,103,8,20,14,140,9,19,12,100,22,8,12,60,10,8,11
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-02-14,2,103,12,18,17,97,2,12,17,62,13,6,17,50,3,5,12
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-02-14,2,117,6,25,16,103,6,21,14,97,17,7,16,76,9,6,13
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-02-14,2,126,6,17,17,80,2,13,11,74,24,18,10,76,10,6,14
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-02-14,2,103,7,18,14,129,5,20,16,101,27,10,18,69,8,9,9
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-15,3,134,11,23,12,101,7,25,13,70,23,10,12,82,14,11,11
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-15,3,167,11,27,17,218,5,37,9,113,27,11,8,99,17,9,14
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-15,3,126,10,17,21,189,14,32,10,132,28,7,5,131,20,14,11
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-15,3,173,18,26,17,246,10,27,14,187,38,16,10,115,18,13,18
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-15,3,139,10,16,13,191,8,31,13,107,29,11,19,106,12,17,13
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-15,3,133,11,21,13,167,9,33,11,147,22,15,11,98,15,12,15
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-15,3,201,10,33,12,258,10,42,12,99,24,17,10,96,10,9,12
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-15,3,171,16,25,7,156,7,27,16,103,24,11,15,90,20,11,12
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-15,3,151,7,17,16,87,5,10,10,76,17,6,18,83,7,19,21
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-02-15,3,98,10,22,13,107,4,22,11,106,23,12,18,97,14,7,11
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-02-15,3,141,15,16,16,106,8,20,18,109,30,14,11,60,17,11,20
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-02-15,3,128,8,17,15,102,5,13,16,78,20,6,16,93,14,12,11
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-02-15,3,124,9,21,20,92,4,11,10,101,28,7,15,75,9,9,18
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-02-15,3,108,10,17,15,85,3,9,19,81,19,12,14,72,11,9,20
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-02-15,3,75,5,14,15,66,3,14,14,68,14,12,13,64,10,3,18
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-02-15,3,89,3,18,12,75,5,20,14,58,15,8,12,70,13,2,17
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-02-15,3,150,14,25,12,121,4,20,16,101,17,9,20,56,14,7,13
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-02-15,3,98,10,11,15,109,6,16,15,74,9,7,14,81,6,10,14
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-02-15,3,95,8,17,20,115,6,14,15,52,11,8,17,51,9,4,14
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-02-15,3,104,10,21,18,103,3,20,14,55,17,5,12,82,9,3,11
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-02-15,3,89,9,18,12,52,3,6,10,54,19,8,19,55,7,8,16
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-02-15,3,104,6,20,19,107,4,10,7,64,21,6,19,76,7,5,17
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-02-15,3,104,5,16,18,72,3,10,19,78,19,4,15,39,7,4,16
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-02-15,3,93,4,12,14,82,4,24,11,89,17,7,15,56,11,4,11
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-02-15,3,91,6,22,22,101,2,14,12,61,18,6,18,63,5,4,10
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-02-15,3,113,6,15,21,93,7,9,23,60,13,7,21,64,17,5,17
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-02-15,3,114,4,22,23,101,5,12,12,91,13,5,12,55,9,13,16
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-02-15,3,104,10,14,13,39,1,9,17,52,12,9,14,67,14,3,17
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-02-15,3,102,2,16,11,49,3,7,14,79,16,3,14,49,7,9,14
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-02-15,3,115,8,15,20,92,6,21,13,105,23,8,13,52,7,7,10
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-02-15,3,107,12,26,7,95,4,21,16,91,19,7,19,86,7,6,12
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-02-15,3,103,5,10,7,131,3,25,10,59,10,5,19,59,9,8,18
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-16,4,204,14,28,26,128,7,31,14,125,20,16,16,116,19,13,13
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-16,4,231,20,43,13,268,11,55,18,172,45,22,14,147,20,13,13
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-16,4,203,12,22,18,161,10,22,15,158,42,18,13,125,19,25,23
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-16,4,271,14,39,18,176,13,34,18,167,30,13,16,188,25,16,12
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-16,4,213,14,44,19,226,7,38,13,115,22,9,17,134,10,13,13
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-16,4,215,16,29,19,284,8,58,15,183,40,15,11,105,22,11,18
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-16,4,251,19,42,18,223,10,32,17,131,26,10,12,143,20,11,11
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-16,4,166,8,24,20,186,7,30,24,107,24,10,18,126,17,11,16
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-16,4,121,13,20,23,85,4,11,11,101,28,14,14,68,14,7,15
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-02-16,4,132,8,12,18,147,4,20,32,104,26,9,14,105,18,8,15
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-02-16,4,158,9,24,12,123,4,28,18,139,34,12,22,108,17,14,11
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-02-16,4,158,13,37,24,134,5,18,21,99,27,13,12,61,9,11,23
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-02-16,4,111,8,25,14,117,3,15,16,90,14,3,19,84,12,12,14
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-02-16,4,98,9,18,18,104,5,13,16,94,20,6,14,80,9,4,14
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-02-16,4,131,12,21,15,114,8,8,15,99,22,7,16,61,12,5,17
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-02-16,4,116,11,16,13,180,9,24,13,96,23,9,17,62,20,10,15
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-02-16,4,125,11,18,19,90,5,13,16,99,18,7,11,74,8,10,16
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-02-16,4,128,11,25,15,125,9,20,11,98,14,8,24,76,13,11,19
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-02-16,4,130,7,19,13,89,2,13,21,114,26,13,18,90,15,8,18
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-02-16,4,79,4,11,14,99,3,14,19,73,18,5,19,65,13,11,13
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-02-16,4,93,3,19,20,68,8,18,23,78,12,7,13,59,9,5,20
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-02-16,4,120,6,19,18,124,6,29,18,101,29,12,14,78,7,10,12
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-02-16,4,95,4,9,25,63,3,12,20,87,11,6,18,61,13,6,20
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-02-16,4,171,6,28,24,113,6,11,17,93,20,6,19,63,11,7,14
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-02-16,4,122,4,19,18,79,4,13,9,74,21,6,20,73,9,9,15
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-02-16,4,91,10,17,17,101,9,23,12,56,13,3,9,53,11,6,17
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-02-16,4,90,7,22,18,105,4,28,7,83,18,8,18,80,9,6,20
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-02-16,4,124,9,17,8,127,7,20,18,83,18,9,17,65,7,6,19
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-02-16,4,93,11,16,32,99,6,14,13,85,7,7,13,54,7,7,21
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-02-16,4,156,7,21,23,124,13,25,19,99,25,10,13,85,6,10,15
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-02-16,4,106,7,20,21,118,5,10,19,84,22,12,15,129,19,14,23
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-02-16,4,132,15,26,19,123,6,15,15,100,18,8,22,62,16,9,14
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-17,5,81,6,20,13,83,3,9,12,67,17,8,5,58,14,5,12
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-17,5,116,6,22,13,97,4,16,8,103,17,8,11,92,15,5,4
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-17,5,130,8,14,12,105,4,21,10,104,22,4,9,58,8,6,8
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-17,5,100,10,10,13,102,3,16,9,96,15,6,11,63,11,4,6
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-17,5,85,4,14,10,104,5,21,8,118,25,13,6,82,11,7,18
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-17,5,134,8,18,15,117,4,15,10,79,18,7,5,91,12,10,11
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-17,5,160,9,25,6,107,5,16,7,106,20,8,10,70,13,8,11
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-17,5,117,5,29,17,112,6,17,5,76,20,10,10,50,8,3,10
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-17,5,57,4,12,11,72,5,12,12,43,10,4,2,65,9,6,13
McCowan Rd / Finch Ave E,10:15:00,10:30:00,2024-02-17,5,119,12,13,11,101,3,16,3,64,10,8,5,76,9,5,11
McCowan Rd / Finch Ave E,10:30:00,10:45:00,2024-02-17,5,86,5,17,11,113,5,19,10,64,17,8,9,61,10,12,10
McCowan Rd / Finch Ave E,10:45:00,11:00:00,2024-02-17,5,66,6,10,7,52,4,17,11,52,12,3,11,56,5,4,4
McCowan Rd / Finch Ave E,11:00:00,11:15:00,2024-02-17,5,91,5,15,12,57,1,7,12,58,23,8,11,52,9,5,10
McCowan Rd / Finch Ave E,11:15:00,11:30:00,2024-02-17,5,62,7,21,13,51,3,13,10,58,13,1,10,35,5,4,13
McCowan Rd / Finch Ave E,11:30:00,11:45:00,2024-02-17,5,59,8,7,7,45,1,6,11,43,6,9,5,25,3,3,13
McCowan Rd / Finch Ave E,11:45:00,12:00:00,2024-02-17,5,62,5,9,6,75,2,9,4,44,13,5,11,51,7,10,9
McCowan Rd / Finch Ave E,13:00:00,13:15:00,2024-02-17,5,83,6,16,11,74,2,7,15,58,17,3,10,66,5,10,16
McCowan Rd / Finch Ave E,13:15:00,13:30:00,2024-02-17,5,77,6,21,10,68,3,10,10,48,13,5,15,55,8,7,13
McCowan Rd / Finch Ave E,13:30:00,13:45:00,2024-02-17,5,67,5,13,9,77,3,15,8,45,11,7,8,42,5,3,9
McCowan Rd / Finch Ave E,13:45:00,14:00:00,2024-02-17,5,46,3,8,14,61,2,7,11,51,8,7,6,57,6,6,13
McCowan Rd / Finch Ave E,14:00:00,14:15:00,2024-02-17,5,49,2,8,13,44,1,3,7,39,9,5,13,31,1,3,4
McCowan Rd / Finch Ave E,14:15:00,14:30:00,2024-02-17,5,75,8,10,10,76,4,6,9,73,18,4,7,54,7,6,7
McCowan Rd / Finch Ave E,14:30:00,14:45:00,2024-02-17,5,52,4,11,13,55,4,6,13,51,10,3,8,36,6,12,7
McCowan Rd / Finch Ave E,14:45:00,15:00:00,2024-02-17,5,87,3,17,7,62,0,4,12,69,10,8,11,33,2,6,10
McCowan Rd / Finch Ave E,16:00:00,16:15:00,2024-02-17,5,48,1,8,7,62,4,12,10,67,7,6,9,32,4,5,14
McCowan Rd / Finch Ave E,16:15:00,16:30:00,2024-02-17,5,109,7,16,10,62,0,10,6,47,20,6,12,46,4,4,14
McCowan Rd / Finch Ave E,16:30:00,16:45:00,2024-02-17,5,85,7,15,9,83,3,9,7,60,15,7,12,42,2,4,17
McCowan Rd / Finch Ave E,16:45:00,17:00:00,2024-02-17,5,72,3,8,9,69,5,6,9,41,13,2,16,66,9,3,8
McCowan Rd / Finch Ave E,17:00:00,17:15:00,2024-02-17,5,55,4,6,11,50,2,9,9,47,11,5,12,32,10,4,4
McCowan Rd / Finch Ave E,17:15:00,17:30:00,2024-02-17,5,77,4,8,11,87,5,10,9,45,9,6,13,33,7,4,13
McCowan Rd / Finch Ave E,17:30:00,17:45:00,2024-02-17,5,110,7,12,10,76,3,17,9,72,15,4,9,61,6,5,10
McCowan Rd / Finch Ave E,17:45:00,18:00:00,2024-02-17,5,103,5,11,6,62,0,11,12,58,19,5,13,39,9,5,8
McCowan Rd / Finch Ave E,07:30:00,07:45:00,2024-02-18,6,94,11,21,6,49,4,14,6,77,20,7,8,44,8,6,4
McCowan Rd / Finch Ave E,07:45:00,08:00:00,2024-02-18,6,86,7,13,7,99,6,18,8,86,23,6,6,91,20,12,3
McCowan Rd / Finch Ave E,08:00:00,08:15:00,2024-02-18,6,74,6,21,7,76,4,8,12,84,18,8,10,77,8,6,4
McCowan Rd / Finch Ave E,08:15:00,08:30:00,2024-02-18,6,77,9,18,8,113,5,24,7,56,20,4,4,85,12,9,8
McCowan Rd / Finch Ave E,08:30:00,08:45:00,2024-02-18,6,97,5,11,10,76,5,12,9,63,12,8,6,55,16,6,4
McCowan Rd / Finch Ave E,08:45:00,09:00:00,2024-02-18,6,86,6,19,7,82,6,17,5,79,18,9,6,64,10,3,7
McCowan Rd / Finch Ave E,09:00:00,09:15:00,2024-02-18,6,118,3,21,7,88,4,15,10,90,25,8,10,55,9,4,6
McCowan Rd / Finch Ave E,09:15:00,09:30:00,2024-02-18,6,91,3,11,8,84,2,13,5,71,20,6,11,51,6,4,8
McCowan Rd / Finch Ave E,10:00:00,10:15:00,2024-02-18,6,57,7,8,7,48,2,7,7,66,12,1,6,34,5,4,3
